REGISTRY_ID,PRIMARY_NAME,LOCATION_ADDRESS,ZIP_CODE,latlon_src,geometry,n_fac_overlaps
110070082913,GEMINI HDPE LLC - LA PORTE PLANT,1230 INDEPENDENCE PARKWAY SOUTH,77571,facilities_20220311.csv,"c(-95.089072, 29.7191601)",4
110070158362,GEMINI HDPE UNIT,1230 INDEPENDENCE PKWY S STE 4,77571,facilities_20220311.csv,"c(-95.089072, 29.7191601)",4
110070864284,INEOS POLYETHYLENE,"1230 INDEPENDENCE PARKWAY, S.",77571,Google geocoding API - GS,"c(-95.089072, 29.7191601)",4
110001867784,CHANNELVIEW TERMINAL,16514A DE ZAVALLA RD,77530,facilities_20220311.csv,"c(-95.1031095, 29.762704)",4
110034384057,DTX OIL ZAVALLA ROAD FACILITY,16514 DE ZAVALLA RD,77530,facilities_20220311.csv,"c(-95.1031095, 29.762704)",4
110037445468,DTX OIL CHANNELVIEW,16514 DE ZAVALLA RD STE A,77530,facilities_20220311.csv,"c(-95.1031095, 29.762704)",4
110070225682,CHANNELVIEW SPLITTER,16514 DE ZAVALLA ROAD,77530,facilities_20220311.csv,"c(-95.1031095, 29.762704)",4
110022431206,SAN JACINTO RIVER WASTE PITS,"W BANK OF SAN JACINTO RIVER, N OF HWY 10",77530,facilities_20220311.csv,"c(-95.1119407, 29.7945258)",4
110041004659,CHANNELVIEW TERMINAL,16514 A DEZAVALA RD,77530,Google geocoding API - GS,"c(-95.1119407, 29.7945258)",4
110071161725,LYONDELL CHEMICAL CHANNELVIEW,NA,77530,Google geocoding API - GS,"c(-95.1119407, 29.7945258)",4
110071162497,CHANNELVIEW COMPLEX,NA,77530,Google geocoding API - GS,"c(-95.1119407, 29.7945258)",4
110037198868,AIRGAS CARBONIC DEER PARK PLANT,5900 HIGHWAY 225,77536,facilities_20220311.csv,"c(-95.1185025, 29.711353)",4
110064203730,OCCIDENTAL CHEMICAL CORP. - DEER PARK VCM SITE 3,5900 HWY 225,77536,facilities_20220311.csv,"c(-95.1185025, 29.711353)",4
110067040847,EQUILON LUBRICANTS CO DEER PARK,5900 HWY 225,77536,facilities_20220311.csv,"c(-95.1185025, 29.711353)",4
110070827819,OXY VINYLS DEER PARK VCM PLANT,5900 HWY 225 GATE 8A,77536,facilities_20220311.csv,"c(-95.1185025, 29.711353)",4
110009495894,GREENS PORT CRUDE BY RAIL TERMINAL,13609 INDUSTRIAL ROAD,77015-6835,Google geocoding API - GS,"c(-95.210032, 29.7570639)",4
110033367336,HELMERICH & PAYNE IDC GREENSPORT PROJECT,13609 INDUSTRIAL RD,77015,facilities_20220311.csv,"c(-95.210032, 29.7570639)",4
110058289784,GREENS PORT CRUDE BY RAIL TERMINAL,13609 INDUSTRIAL ROAD,77015,facilities_20220311.csv,"c(-95.210032, 29.7570639)",4
110061715791,TEXAS DISTRIBUTION SERVICES,13609 INDUSTRIAL ROAD,77015,Google geocoding API - GS,"c(-95.210032, 29.7570639)",4
110063210350,KMCC SPLITTER FACILITY,407 CLINTON DRIVE,77547,facilities_20220311.csv,"c(-95.2227526, 29.7367977)",4
110069234661,KINDER MORGAN CRUDE AND CONDENSATE LLC,407 CLINTON DR,77547,Google geocoding API - GS,"c(-95.2227526, 29.7367977)",4
110070887227,SPLITTER FACILITY,407 CLINTON DR,77547,Google geocoding API - GS,"c(-95.2227526, 29.7367977)",4
110071159860,GP CONDENSATE SPLITTER,407 CLINTON DRIVE,77547,Google geocoding API - GS,"c(-95.2227526, 29.7367977)",4
110005180525,ALLIED PETROCHEMICAL PLANT,2330 FM 2917,77511,facilities_20220311.csv,"c(-95.2563633, 29.316337)",4
110038427333,ALLIED PETROCHEMICAL LLC,2330 FM 2917,77511,facilities_20220311.csv,"c(-95.2563633, 29.316337)",4
110046382419,CHOCOLATE BAYOU PLANT,2330 FM 2917 RD,77511,facilities_20220311.csv,"c(-95.2563633, 29.316337)",4
110070158531,ALLIED PETROCHEMICAL,2330 FM 2917 RD,77511,Google geocoding API - GS,"c(-95.2563633, 29.316337)",4
110000463098,BAYER MATERIALSCIENCE BAYTOWN,8500 W BAY RD,77523,facilities_20220311.csv,"c(-94.9151186, 29.7458275)",3
110069408876,COVESTRO LLC,8500 W BAY RD,77523,Google geocoding API - GS,"c(-94.9151186, 29.7458275)",3
110070671732,AIR PRODUCTS BAYTOWN 3 FACILITY,8500 WEST BAY ROAD,77520,Google geocoding API - GS,"c(-94.9151186, 29.7458275)",3
110000463846,INTERCOASTAL TERMINAL INCORPORATED,159 LEVEE RD.,77592,facilities_20220311.csv,"c(-94.9240083, 29.3952791)",3
110031443196,WAYNE E GLENN ASSOCIATES INC,201 DOCK RD TANKS 511 AND 4002,77592,facilities_20220311.csv,"c(-94.9240083, 29.3952791)",3
110033392905,BLANCHARD REFINING LAND TREATMENT FACILITY,PO BOX 401,775920401,Google geocoding API - GS,"c(-94.9240083, 29.3952791)",3
110000755344,MONT BELVIEU SOUTH RAIL TERMINAL,9853 HWY 146 N,77520,facilities_20220311.csv,"c(-94.9571199, 29.7518333)",3
110017714767,MONT BELVIEU EAST PRODUCT HANDLING TERMINAL,9434 HWY 146 N,77523,facilities_20220311.csv,"c(-94.9571199, 29.7518333)",3
110070122971,SOUTH RAIL TERMINAL,9853 N HIGHWAY 146,77523,facilities_20220311.csv,"c(-94.9571199, 29.7518333)",3
110000462909,INEOS STYROLUTION AMERICA BAYPORT PLANT,12222 PORT RD,77507,facilities_20220311.csv,"c(-95.0166614, 29.6024049)",3
110037566185,PASADENA SMR PLANT,12222 PORT RD,775071800,Google geocoding API - GS,"c(-95.0166614, 29.6024049)",3
110071161653,INEOS NOVA LLC BAYPORT SITE,12222 PORT RD.,77507,Google geocoding API - GS,"c(-95.0166614, 29.6024049)",3
110002456351,PRAXAIR INC.,100 STRANG ROAD,77571,facilities_20220311.csv,"c(-95.0356901, 29.6917795)",3
110070365318,PRAXAIR,100 STRANG RD,77571-7524,Google geocoding API - GS,"c(-95.0356901, 29.6917795)",3
110070935626,"LINDE - LA PORTE, TX",100 STRANG ROAD,77571,Google geocoding API - GS,"c(-95.0356901, 29.6917795)",3
110042005503,PENNZOIL PRODUCTS CO.,4401 PARK AVE,77539,facilities_20220311.csv,"c(-95.0432201, 29.4607468)",3
110063186403,CALUMET PENRECO DICKINSON,4401 PARK AVENUE,77539,Google geocoding API - GS,"c(-95.0432201, 29.4607468)",3
110067107151,CALUMET PENRECO DICKINSON PLANT,4401 PARK AVENUE,77539,Google geocoding API - GS,"c(-95.0432201, 29.4607468)",3
110000504142,SOUTH COAST TERMINALS,10900 STRANG RD.,77571,facilities_20220311.csv,"c(-95.0613429, 29.700555)",3
110013314387,NIPPON PIGMENT USA INC,10900 STRANG ROAD,77571,facilities_20220311.csv,"c(-95.0613429, 29.700555)",3
110070363214,SOUTH COAST TERMINALS STRANG ROAD FACILITY,10900 STRANG RD,77571-9735,Google geocoding API - GS,"c(-95.0613429, 29.700555)",3
110000757752,DEER PARK TERMINAL,2759 INDEPENDENCE PARKWAY SOUTH,77536,Google geocoding API - GS,"c(-95.0908621, 29.7429171)",3
110012497618,HOECHST CELANESE CHEMICAL INC,2759 INDEDPENDENCE PKWY BLDG B,77536,facilities_20220311.csv,"c(-95.0908621, 29.7429171)",3
110064118244,THE LUBRIZOL CORPORATION,2759 INDEPENDENCE PKWY S STE A,77536,facilities_20220311.csv,"c(-95.0908621, 29.7429171)",3
110000463374,AKZO NOBEL POLYMER CHEMICALS LLC,730 BATTLEGROUND RD.,775360600,Google geocoding API - GS,"c(-95.0938191, 29.7027321)",3
110024422409,SOLVAY CHEMICALS DEER PARK PLANT,1130 BATTLEGROUND RD,77571,facilities_20220311.csv,"c(-95.0938191, 29.7027321)",3
110038705817,INEOS POLYMERS,1230 BATTLEGROUND RD,77571,facilities_20220311.csv,"c(-95.0938191, 29.7027321)",3
110031267064,SHELL CHEMICAL,5900 HIGHWAY 225,77536,Google geocoding API - GS,"c(-95.1220456, 29.7128849)",3
110070827820,MOMENTIVE SPECIALTY CHEMICALS INC - DEER PARK SITE,5900 HWY 225 E,77536,Google geocoding API - GS,"c(-95.1220456, 29.7128849)",3
110071159899,OXY VINYLS LP - DEER PARK VCM FACILITY,"5900 HWY 225, GATE 8A",77536,Google geocoding API - GS,"c(-95.1220456, 29.7128849)",3
110070070787,CHEMSTATION TEXAS GULF COAST,2701 APPELT DR,77015,Google geocoding API - GS,"c(-95.148447, 29.769687)",3
110070135427,CHEMSTATION OF SOUTH TEXAS,2701 APPELT DR,77015,Google geocoding API - GS,"c(-95.148447, 29.769687)",3
110071043824,CHEMSTATION HOUSTON,2701 APPELT DR,77015,Google geocoding API - GS,"c(-95.148447, 29.769687)",3
110070168607,EASTMAN CHEMICAL SORBIC UNIT CHOCOLATE BAYOU,7 MI SE OF ALVIN ON FM,77512,Google geocoding API - GS,"c(-95.2390673, 29.4187707)",3
110070676912,MHBA CHOCOLATE BAYOU PLANT,FROM STATE RD 35 HEAD SE ON FM ROAD FOR 7.0 MI TAK,77512,Google geocoding API - GS,"c(-95.2390673, 29.4187707)",3
110071159763,INDORAMA VENTURES OXIDES LLC,P.O. 711,77512,Google geocoding API - GS,"c(-95.2390673, 29.4187707)",3
110000824671,SOUTH COAST,9317 EAST AVENUE S,77012,facilities_20220311.csv,"c(-95.2623223, 29.7244962)",3
110064116987,SOUTH COAST PTF,9317 E AVENUE S,77012,facilities_20220311.csv,"c(-95.2623223, 29.7244962)",3
110064117012,PORT FACILITY,9317 E AVENUE S,77001,Google geocoding API - GS,"c(-95.2623223, 29.7244962)",3
110001877185,HYDRIL ELASTOMER & INDUS,18000 EASTEX FREEWAY,77396,facilities_20220311.csv,"c(-95.2923717, 29.9472309)",3
110054864009,HYDRIL USA DISTRIBUTION HUMBLE,18000 EASTEX FWY,77396,facilities_20220311.csv,"c(-95.2923717, 29.9472309)",3
110061552831,GE OIL & GAS- HYDRIL HUMBLE PLANT,18000 EASTEX FREEWAY,77396,facilities_20220311.csv,"c(-95.2923717, 29.9472309)",3
110000907948,FORCE ROAD OIL & VACUUM TRUCK COMPANY,1722 COUNTY ROAD 573,77011,facilities_20220311.csv,"c(-95.3154784, 29.7461065)",3
110005184521,FEDERAL CONTAINER CORPORATION,1525A N 75TH ST,77011,Google geocoding API - GS,"c(-95.3154784, 29.7461065)",3
110012491721,NORMCO LEASING INC,1525 N 75TH ST,77011,Google geocoding API - GS,"c(-95.3154784, 29.7461065)",3
110005030545,TUBOSCOPE VETCO INTERNATIONAL PLANT 3,2811 HOLMES RD,77051,facilities_20220311.csv,"c(-95.3858294, 29.6747485)",3
110034799289,TUBOSCOPE A DIV  OF VARCO PLANT 3,2811 HOLMES RD,77051,facilities_20220311.csv,"c(-95.3858294, 29.6747485)",3
110041624267,NOV TUBOSCOPE PLANT 3,2811 HOMES ROAD,77051,facilities_20220311.csv,"c(-95.3858294, 29.6747485)",3
110022523964,MIDSTREAM FUEL SERVICE LLC (GALVESTON),1300 COASTWIDE DR,77554,facilities_20220311.csv,"c(-94.7853214, 29.3236537)",2
110033685563,GALVESTON DEEP WATER FACILITY,1300 COASTWIDE DR,77554,facilities_20220311.csv,"c(-94.7853214, 29.3236537)",2
110070801660,PALMER LOGISTICS,5121 5121 AMERIPORT PKWY,77523-4400,Google geocoding API - GS,"c(-94.8875256, 29.7739286)",2
110070863213,HONEYWELL INTERNATIONAL PALMER BAYTOWN WAREHOUSE,5121 5121 AMERIPORT PKWY STE H,77523-4400,Google geocoding API - GS,"c(-94.8875256, 29.7739286)",2
110037527575,ONEOK MONT BELVIEU STORAGE,1802 NORTH MAIN ST,77523,facilities_20220311.csv,"c(-94.893154, 29.8530421)",2
110054865213,VALERO REFINING MONT BELVIEU UDGD,1802 N LOOP 207 MONT BELVIEU TX 77580,77580,Google geocoding API - GS,"c(-94.893154, 29.8530421)",2
110000463864,EASTMAN CHEMICAL TEXAS CITY OPERATIONS,201 BAY ST S,77590,facilities_20220311.csv,"c(-94.893266, 29.3826315)",2
110070188870,TEXAS CITY CRUDE OIL TERMINAL,201 BAY ST S,77590,facilities_20220311.csv,"c(-94.893266, 29.3826315)",2
110000463132,DEGUSSA ENGINEERED CARBONS LP,9300 NEEDLEPOINT RD.,77521,facilities_20220311.csv,"c(-94.9179539, 29.8147449)",2
110070100257,RAVEN PLANT,9300 NEEDLEPOINT RD,77521,facilities_20220311.csv,"c(-94.9179539, 29.8147449)",2
110070081647,ENTERPRISE PRODUCTS - HATCHERVILLE ROAD COMPLEX,12901 HATCHERVILLE ROAD,77521,Google geocoding API - GS,"c(-94.919414, 29.8684459)",2
110070125941,ENTERPRISE MONT BELVIEU HATCHERVILLE COMPLEX,12901 HATCHERVILLE RD,77521,facilities_20220311.csv,"c(-94.919414, 29.8684459)",2
110034221624,POL-TEX,13830 HATCHERVILLE RD,77580,facilities_20220311.csv,"c(-94.9217979, 29.8794425)",2
110070365617,POL-TEX MONT BELVIEU,13830 HATCHERVILLE RD,77521,facilities_20220311.csv,"c(-94.9217979, 29.8794425)",2
110000506505,DOME PETROCHEMICAL CHAMBERS PLANT,6655 WEST BAY RD,77523,facilities_20220311.csv,"c(-94.9232355, 29.7447009)",2
110014439848,VERTEX PROCESSING LP,6655 W BAY RD STE B,77523,facilities_20220311.csv,"c(-94.9232355, 29.7447009)",2
110005032534,BLENPAC SERVICES LLC,21 21ST ST S,77590,facilities_20220311.csv,"c(-94.9238556, 29.3830909)",2
110037908510,MALONE SERVICE DBA STE SWAN LAKE FACILITY,21 21ST ST S,77590,facilities_20220311.csv,"c(-94.9238556, 29.3830909)",2
110028042589,POWER STATION 3,2023 5TH AVE SOUTH,77590,Google geocoding API - GS,"c(-94.9239202, 29.3782154)",2
110028042598,POWER STATION 4,2023 5TH AVE SOUTH,77590-8465,Google geocoding API - GS,"c(-94.9239202, 29.3782154)",2
110005181524,CEDAR MARINE TERMINALS,200 ATLANTIC PIPELINE RD,77523,facilities_20220311.csv,"c(-94.9270196, 29.6712388)",2
110005186388,VERTEX RECOVERY,200 ATLANTIC PIPE LINE RD SUITE A,77523,facilities_20220311.csv,"c(-94.9270196, 29.6712388)",2
110022411530,PRAXAIR HYDROGEN PLANT HU-4 FACILITY,"1720 GRANT AVE, GATE 16",77590,facilities_20220311.csv,"c(-94.9415197, 29.3665727)",2
110034205991,ROYCHEM ASSOCIATES,"GRANT AVENUE, TEXAS CITY, TX",77590,Google geocoding API - GS,"c(-94.9415197, 29.3665727)",2
110000619466,ISP TECHNOLOGIES  INC,4501 ATTWATER AVE,77591,facilities_20220311.csv,"c(-94.9699144, 29.4278408)",2
110070198458,SOLENIS AT ISP TECHNOLOGIES,4501 ATTWATER AVE TEXAS CITY TX 77590,NA,Google geocoding API - GS,"c(-94.9699144, 29.4278408)",2
110055499571,NA INDUSTRIES PASADENA,4631 OLD HWY 146 SUITE A,77586,Google geocoding API - GS,"c(-95.0202776, 29.6029461)",2
110064212276,AMERICAN ACRYL LP,4631 OLD HIGHWAY 146,77586,Google geocoding API - GS,"c(-95.0202776, 29.6029461)",2
110037445235,REG HOUSTON,11815 PORT RD,77586,facilities_20220311.csv,"c(-95.024527, 29.6068)",2
110064118253,CELANESE LTD  BAYPORT TERMINAL BARGE SLIP,11807 PORT RD.,77586,facilities_20220311.csv,"c(-95.024527, 29.6068)",2
110000463178,EXXONMOBIL BAYTOWN CHEMICAL PLANT,5000 BAYWAY DRIVE P.O. BOX 4004,775224004,Google geocoding API - GS,"c(-95.024826, 29.7404465)",2
110070835766,EXXONMOBIL BT SITE,5000 BAYWAY DR,77520,Google geocoding API - GS,"c(-95.024826, 29.7404465)",2
110033488330,ARISTECH CHEMICAL,8811 SPRANG ROAD,77572,Google geocoding API - GS,"c(-95.0272789, 29.6522813)",2
110039498772,ZACH SYSTEM,914 S MAIN ST,77572,facilities_20220311.csv,"c(-95.0272789, 29.6522813)",2
110000501341,PPG INDUSTRIES INC,1901 AVENUE H AND 16TH STREET,77571,facilities_20220311.csv,"c(-95.0356117, 29.6477003)",2
110064034922,"AXIALL EAGEL US 2 LLC - LA PORTE - LA PORTE, TX",1901 AVENUE H AT 16TH STREET,77571,Google geocoding API - GS,"c(-95.0356117, 29.6477003)",2
110059809989,KURARAY AMERICA VINYLS,12342 STRANG ROAD,77571,facilities_20220311.csv,"c(-95.03946, 29.7022777)",2
110070148927,KURARAY LA PORTE,12342 STRANG RD,77571,facilities_20220311.csv,"c(-95.03946, 29.7022777)",2
110064847652,POLY VINYL ALCOHOL PLANT,13100 BAY AREA BLVD,77571,Google geocoding API - GS,"c(-95.0449071, 29.6432918)",2
110069266261,"KURARAY AMERICA INC., POVAL BU",13100 BAY AREA BLVD.,77507,facilities_20220311.csv,"c(-95.0449071, 29.6432918)",2
110069639564,ASHLAND FOR CANAL CARTAGE,1445 SENS RD,77571,Google geocoding API - GS,"c(-95.045915, 29.6883384)",2
110070225316,ASHLAND AT CANAL CARTAGE,1445 1445 SENS RD,77571-9669,Google geocoding API - GS,"c(-95.045915, 29.6883384)",2
110001867846,BAYOU COGENERATION PLANT,11777 BAY AREA BLVD.,77507,facilities_20220311.csv,"c(-95.046208, 29.6230117)",2
110046424598,AIR LIQUIDE - SMR FACILITY,11777 BAY AREA BLVD,77507,facilities_20220311.csv,"c(-95.046208, 29.6230117)",2
110001869354,SOONER PIPE CROSBY YARD,1919 CROSBY-DAYTON HIGHWAY,77532,facilities_20220311.csv,"c(-95.0479789, 29.9287447)",2
110039114375,M D TOTCO ALICE FACILITY,1919 CROSBY DAYTON RD,77532,facilities_20220311.csv,"c(-95.0479789, 29.9287447)",2
110057205162,PALMER LOGISTICS BAY AREA,13001 BAY AREA BLVD,77507,Google geocoding API - GS,"c(-95.049135, 29.6420476)",2
110059441037,PALMER LOGISTICS,13001 BAY AREA BLVD,77507,Google geocoding API - GS,"c(-95.049135, 29.6420476)",2
110000463249,KMCO CROSBY PLANT,16503 RAMSEY RD,77532,facilities_20220311.csv,"c(-95.0540138, 29.9229839)",2
110070889524,"ALTIVIA OXIDE CHEMICALS, LLC",16503 RAMSEY RD,77532,Google geocoding API - GS,"c(-95.0540138, 29.9229839)",2
110024422418,LINDE GAS NORTH AMERICA LLC,11603 STRANG RD,77571,facilities_20220311.csv,"c(-95.0551116, 29.7051581)",2
110043788719,LAPORTE METHANOL COMPANY,11603 STRANGE RD,77571,facilities_20220311.csv,"c(-95.0551116, 29.7051581)",2
110000463016,EFFECTIVE ENVIRONMENTAL PASADENA FACILITY,9950 CHEMICAL RD,77507,facilities_20220311.csv,"c(-95.0557214, 29.6185859)",2
110001148856,PRAXAIR DISTRIBUTION INC,9950 CHEMICAL RD,77507,facilities_20220311.csv,"c(-95.0557214, 29.6185859)",2
110005186510,ARKEMA INC,4923 BAYPORT ROAD (OLD HIGHWAY 146),77507,facilities_20220311.csv,"c(-95.0558124, 29.6087906)",2
110012703271,AMERICAN ACRYL PASADENA,4923 BAYPORT RD.,77507,facilities_20220311.csv,"c(-95.0558124, 29.6087906)",2
110005021207,PRAXAIR,9408 IH 10 E GATE 6,77520,Google geocoding API - GS,"c(-95.0592913, 29.7917632)",2
110034205189,15025 EAST FREEWAY,15025 INTERSTATE 10 E,775208744,Google geocoding API - GS,"c(-95.0592913, 29.7917632)",2
110000462767,CALGON CORPORATION SUB MERCK AND CO,9640 BAYPORT BOULEVARD,77507,facilities_20220311.csv,"c(-95.0616174, 29.6178649)",2
110034920815,REAGENS USA BAYPORT PLANT,9640 BAYPORT BLVD,77507,facilities_20220311.csv,"c(-95.0616174, 29.6178649)",2
110000462981,BAKER PETROLITE BAYPORT FACILI TY,13200 BAY PARK ROAD,77507,facilities_20220311.csv,"c(-95.0637726, 29.6476317)",2
110064116264,BAYPORT PLANT,"13200 BAYPARK RD, PASADENA, TX",77507,facilities_20220311.csv,"c(-95.0637726, 29.6476317)",2
110056494217,BATTLEGROUND OIL SPECIALITY TERMINAL,1836 MILLER CUT OFF RD,77571,facilities_20220311.csv,"c(-95.0654315, 29.7206221)",2
110070180654,BOSTCO,1836 MILLER CUT OFF RD,77571,facilities_20220311.csv,"c(-95.0654315, 29.7206221)",2
110000463597,MILLENNIUM PETROCHEMICALS INCORPORATED LA PORTE PLANT,1350 MILLER CUT-OFF ROAD,77571,facilities_20220311.csv,"c(-95.0664565, 29.7153318)",2
110015743276,USI DIVISION,1350 MILLER CUT OFF RD,77571,facilities_20220311.csv,"c(-95.0664565, 29.7153318)",2
110035420746,CALPINE CLEAR LAKE COGENERATION,9602 BAYPORT RD,77507,facilities_20220311.csv,"c(-95.067727, 29.626104)",2
110070935704,LINDE HYCO CLEAR LAKE PLANT,9602 BAYPORT BLVD,77507,Google geocoding API - GS,"c(-95.067727, 29.626104)",2
110060241331,BAKER HUGHES - SPECIALTY POLYMERS AND AQUANESS,13103 BAYPARK RD,77507,facilities_20220311.csv,"c(-95.0678392, 29.6440451)",2
110070180005,TR INTERNATIONAL,13103 BAYPARK RD,775071105,Google geocoding API - GS,"c(-95.0678392, 29.6440451)",2
110034641635,EQUISTAR CHEMICALS LP,1515 MILLER CUT OFF RD,77571,facilities_20220311.csv,"c(-95.0690796, 29.7177815)",2
110044957543,LA PORTE PLANT,1515 MILLER CUT OFF RD # GATE1,77571,facilities_20220311.csv,"c(-95.0690796, 29.7177815)",2
110012534659,GULBRANDSEN TECHNOLOGIES,9401 STRANG RD,77571,facilities_20220311.csv,"c(-95.0747939, 29.7025116)",2
110070207300,G20 TECHNOLOGIES,9401 STRANG RD,77571,facilities_20220311.csv,"c(-95.0747939, 29.7025116)",2
110060241019,KEMIRA CHEMICALS,11505 KEM HIGHWAY 225,77571,Google geocoding API - GS,"c(-95.0749422, 29.6990724)",2
110060241126,DOW CHEMICAL,119 HIGHWAY 225,77571,Google geocoding API - GS,"c(-95.0749422, 29.6990724)",2
110000462776,SYNGENTA CROP PROTECTION - BAY PORT SITE,5757 UNDERWOOD ROAD,77507,facilities_20220311.csv,"c(-95.0805698, 29.6334897)",2
110033255288,BOC GASES,5757A UNDERWOOD RD,77507,facilities_20220311.csv,"c(-95.0805698, 29.6334897)",2
110000463677,METTON AMERICA LA PORTE PLANT,2727 MILLER CUT-OFF ROAD,77571,facilities_20220311.csv,"c(-95.0859394, 29.7254626)",2
110069453184,METTON AMERICA,2727 MILLER CUT OFF RD,77571,Google geocoding API - GS,"c(-95.0859394, 29.7254626)",2
110038912727,JOHNS MANVILLE LA PORTE,550 550 INDEPENDENCE PKWY S BLDG L8,77571-9768,Google geocoding API - GS,"c(-95.090041, 29.7101919)",2
110039074961,ITW LA PORTE TX,550 INDEPENDENCE PKWY S,77571,facilities_20220311.csv,"c(-95.090041, 29.7101919)",2
110069525909,"NOVVI, LLC",2525 INDEPENDENCE PARKWAY,77571,facilities_20220311.csv,"c(-95.0920623, 29.7363509)",2
110071042124,NOVVI LLC,2525 INDEPENDENCE PARKWAY,77571,Google geocoding API - GS,"c(-95.0920623, 29.7363509)",2
110000504268,"INTERCONTINENTAL TERMINALS COMPANY, LLC",1943 BATTLEGROUND RD.,77536,facilities_20220311.csv,"c(-95.0920803, 29.694691)",2
110037542914,11012387001 DP1 WRTP 12387,1943 BATTLEGROUND RD,775719801,Google geocoding API - GS,"c(-95.0920803, 29.694691)",2
