REGISTRY_ID,postal_code,formatted_address,lat,lng,location_type,geocode_result,geocode_attempt
110008172057,77461,"Farm-To-Market Rd 1994 & Farm-To-Market Rd 361, Texas 77461, USA",29.3913036,-95.7333851,GEOMETRIC_CENTER,success,1
110015666091,77357,"FM 1485, Roman Forest, TX 77357, USA",30.1544538,-95.2117486,GEOMETRIC_CENTER,success,1
110017867030,77547,"922 Mayo Shell Rd, Galena Park, TX 77547, USA",29.7235846,-95.2460141,ROOFTOP,success,1
110033392905,NA,NA,NA,NA,NA,error,1
110033486555,77705,"TX-347, Taylor Landing, TX 77705, USA",30.0072372,-94.0301727,GEOMETRIC_CENTER,success,1
110033488330,77572,"La Porte, TX 77572, USA",29.6522813,-95.0272789,APPROXIMATE,success,1
110033915994,77651,"Grigsby Ave, Texas 77651, USA",29.9937625,-93.9532775,GEOMETRIC_CENTER,success,1
110033949592,77362,"527A Goodson Loop, Pinehurst, TX 77362, USA",30.1636376,-95.6854975,ROOFTOP,success,1
110034197946,77640,"W 7th St, Texas 77640, USA",29.851235,-93.9583679,GEOMETRIC_CENTER,success,1
110034205991,77590,"Grant St, Texas City, TX 77590, USA",29.3665727,-94.9415197,GEOMETRIC_CENTER,success,1
110037566185,77507,"12222 Port Rd, Pasadena, TX 77507, USA",29.6024049,-95.0166614,ROOFTOP,success,1
110037846007,77704,"1 Gulf States Rd #3, Beaumont, TX 77704, USA",30.0600802,-94.0391711,ROOFTOP,success,1
110037926625,NA,"FM523, Texas, USA",29.095009,-95.370578,GEOMETRIC_CENTER,success,1
110038205037,77536,"550 Battleground Rd, Deer Park, TX 77536, USA",29.7027399,-95.0938635,ROOFTOP,success,1
110038417488,NA,"County Rd 226, Texas, USA",29.0434969,-95.3636206,GEOMETRIC_CENTER,success,1
110038487866,77060,"Aldine Bender Rd & W Hardy Rd, Houston, TX 77060, USA",29.9326145,-95.3806989,GEOMETRIC_CENTER,success,1
110038912727,77571,"550 Independence Pkwy l8, La Porte, TX 77571, USA",29.7101919,-95.090041,ROOFTOP,success,1
110039119245,77541,"277 FM523, Freeport, TX 77541, USA",28.9689252,-95.3490617,RANGE_INTERPOLATED,success,1
110041683675,77640,"3901 Texaco Island Rd, Port Arthur, TX 77640, USA",29.8352025,-93.9554121,ROOFTOP,success,1
110043861443,77013,"8609 Citypark Loop #8609, Houston, TX 77013, USA",29.8039206,-95.2728185,ROOFTOP,success,1
110045564000,77385,"11133 Interstate 45 S k, Conroe, TX 77385, USA",30.2646893,-95.4544078,ROOFTOP,success,1
110045954954,77531,"5005 TX-332 #450, Richwood, TX 77531, USA",28.9906445,-95.3569615,ROOFTOP,success,1
110054865213,77523,"1802 Loop 207, Mont Belvieu, TX 77523, USA",29.8530421,-94.893154,RANGE_INTERPOLATED,success,1
110054866784,77304,"3607 N Loop 336 W, Conroe, TX 77304, USA",30.3131973,-95.5040425,ROOFTOP,success,1
110055415224,77478,"12682 Cardinal Meadow Dr, Sugar Land, TX 77478, USA",29.6420228,-95.6039107,ROOFTOP,success,1
110056336139,77564,"568 Co Rd 2073 #568, Hull, TX 77564, USA",30.2611857,-94.6783617,ROOFTOP,success,1
110056970568,77480,"21441 TX-419 Spur, Sweeny, TX 77480, USA",29.0815514,-95.7417971,ROOFTOP,success,1
110059190021,77627,"Hwy 366, Texas 77627, USA",29.9866237,-93.9944564,GEOMETRIC_CENTER,success,1
110059775989,77532,"307 Fontain Ln #307, Crosby, TX 77532, USA",29.882175,-95.0574901,ROOFTOP,success,1
110060240957,77507,"Pasadena, TX 77507, USA",29.6343793,-95.0702794,APPROXIMATE,success,1
110060241019,77571,"Hwy 225, La Porte, TX 77571, USA",29.6990724,-95.0749422,GEOMETRIC_CENTER,success,1
110060241126,77571,"Hwy 225, La Porte, TX 77571, USA",29.6990724,-95.0749422,GEOMETRIC_CENTER,success,1
110062306598,77541,"TX-36 & FM1495, Freeport, TX 77541, USA",28.9384273,-95.3483046,GEOMETRIC_CENTER,success,1
110062913147,77028,"8635 Howton St, Houston, TX 77028, USA",29.8195221,-95.2675663,ROOFTOP,success,1
110064450277,77640,"2420 S Gulfway Dr, Port Arthur, TX 77640, USA",29.8191998,-93.9640045,ROOFTOP,success,1
110066943605,77541,"2301 N Brazosport Blvd, Freeport, TX 77541, USA",28.9871482,-95.3784966,ROOFTOP,success,1
110069525785,77506,"233 Phillips Co. Rd, Pasadena, TX 77506, USA",29.7147544,-95.1761608,ROOFTOP,success,1
110070055385,77531,"5619 TX-332, Clute, TX 77531, USA",28.9909351,-95.3571252,ROOFTOP,success,1
110070118609,77704,"Beaumont, TX 77704, USA",30.0802412,-94.0997344,APPROXIMATE,success,1
110070122927,77640,"947 W Procter St #947, Port Arthur, TX 77640, USA",29.861677,-93.944874,RANGE_INTERPOLATED,success,1
110070165618,77422,"Brazoria, TX 77422, USA",29.0444147,-95.5691126,APPROXIMATE,success,1
110070168607,77512,"Alvin, TX 77512, USA",29.4187707,-95.2390673,APPROXIMATE,success,1
110070177778,NA,NA,NA,NA,NA,error,1
110070191337,77571,"10925 Hwy 225, La Porte, TX 77571, USA",29.6975454,-95.0618207,GEOMETRIC_CENTER,success,1
110070198458,77539,"4501 Attwater Ave, Dickinson, TX 77539, USA",29.4278408,-94.9699144,ROOFTOP,success,1
110070225313,77493,"31555 Katy Brookshire Rd, Katy, TX 77493, USA",29.7860614,-95.8896114,RANGE_INTERPOLATED,success,1
110070225316,77571,"1445 Sens Rd, La Porte, TX 77571, USA",29.6883384,-95.045915,ROOFTOP,success,1
110070615797,77541,"4057 TX-332, Freeport, TX 77541, USA",28.979143,-95.3318315,ROOFTOP,success,1
110070633528,77511,"2004 Hill Rd, Alvin, TX 77511, USA",29.4091639,-95.2470604,RANGE_INTERPOLATED,success,1
110070676912,77512,"Alvin, TX 77512, USA",29.4187707,-95.2390673,APPROXIMATE,success,1
110070791092,77541,"Freeport, TX 77541, USA",29.0119861,-95.2893433,APPROXIMATE,success,1
110070863213,77523,"5121 Ameriport Pkwy h, Baytown, TX 77523, USA",29.7739286,-94.8875256,ROOFTOP,success,1
110070863245,77095,"22008 N Berwick Dr, Houston, TX 77095, USA",29.9295804,-95.6433305,ROOFTOP,success,1
110070882039,77571,"Miller Cut Off Rd, Texas 77571, USA",29.7136299,-95.0686127,GEOMETRIC_CENTER,success,1
110070887225,77049,"7101 Miller Rd 2, Houston, TX 77049, USA",29.8254082,-95.1430639,ROOFTOP,success,1
110070887513,NA,"15916 FM 2004, Texas, USA",29.2269949,-95.1920061,RANGE_INTERPOLATED,success,1
110070888286,77536,"Hwy 225, Deer Park, TX 77536, USA",29.7114642,-95.121986,GEOMETRIC_CENTER,success,1
110070932452,77480,"8985 County Rd 359, Sweeny, TX 77480, USA",29.0680056,-95.735644,ROOFTOP,success,1
110070935626,77571,"100 Strang Rd, La Porte, TX 77571, USA",29.6917795,-95.0356901,ROOFTOP,success,1
110071046351,77642,"7600 32nd St, Port Arthur, TX 77642, USA",29.9602411,-93.8884417,GEOMETRIC_CENTER,success,1
110071140326,77064,"11311 N Gessner Rd, Houston, TX 77064, USA",29.9409794,-95.5496885,ROOFTOP,success,1
110071160743,77568,"2800 FM 519, La Marque, TX 77568, USA",29.3604985,-94.9288976,ROOFTOP,success,1
110071175656,77507,"Bayport Blvd, Texas 77507, USA",29.6160395,-95.0599018,GEOMETRIC_CENTER,success,1
