REGISTRY_ID,PRIMARY_NAME,LOCATION_ADDRESS,CITY_NAME,COUNTY_NAME,FIPS_CODE,POSTAL_CODE,CENSUS_BLOCK_CODE,LATITUDE83,LONGITUDE83,ACCURACY_VALUE,REF_POINT_DESC,HDATUM_DESC
110000461054,ISK MAGNETICS INC,2237 HADEN RD.,HOUSTON,HARRIS,48201,770156449,4.82E+14,29.76033,-95.1715,30,CENTER OF A FACILITY OR STATION,NAD83
110000461063,SOUTH ATLANTIC SERVICES,16530 PENINSULA BLVD,HOUSTON,HARRIS,48201,77015-6504,4.82E+14,29.74395,-95.11135,30,CENTER OF A FACILITY OR STATION,NAD83
110000461081,OAKITE PRODS INC,10100 HIRSCH RD.,HOUSTON,HARRIS,48201,770164002,4.82E+14,29.85567,-95.32077,30,CENTER OF A FACILITY OR STATION,NAD83
110000461107,PL PROPYLENE,9822 LA PORTE FWY,HOUSTON,HARRIS,48201,77017,4.82E+14,29.706248,-95.251079,3,PLANT ENTRANCE (GENERAL),NAD83
110000461116,BAYER HOUSTON PLANT,8701 PARK PL. BLVD.,HOUSTON,HARRIS,48201,77017-2514,4.82E+14,29.69628,-95.26291,30,CENTER OF A FACILITY OR STATION,NAD83
110000461134,TPC GROUP LLC,8600 PARK PLACE BLVD,HOUSTON,HARRIS,48201,77017,4.82E+14,29.69845,-95.254597,NA,CENTER OF A FACILITY OR STATION,NAD83
110000461143,THE CLOROX HOUSTON SITE,5822 ARMOUR DR.,HOUSTON,HARRIS,48201,77020-8199,4.82E+14,29.757727,-95.308816,25,ADMINISTRATIVE BUILDING,NAD83
110000461161,POLLY PIG BY KNAPP,1209 HARDY ST.,HOUSTON,HARRIS,48201,77020,4.82E+14,29.77206,-95.35129,30,CENTER OF A FACILITY OR STATION,NAD83
110000461170,700 PLASTICS AVENUE HOUSTON TX,700 PLASTICS AVE.,HOUSTON,HARRIS,48201,77020,4.82E+14,29.7561,-95.31299,30,CENTER OF A FACILITY OR STATION,NAD83
110000461189,PARKAN INTERNATIONAL LLC,5521 ARMOUR DR.,HOUSTON,HARRIS,48201,77020,4.82E+14,29.75765,-95.31502,30,CENTER OF A FACILITY OR STATION,NAD83
110000461198,MARTIN SPECIALITY PRODUCTS,6902 PALESTINE ROAD,HOUSTON,HARRIS,48201,77020-7528,4.82E+14,29.76731,-95.30075,30,CENTER OF A FACILITY OR STATION,NAD83
110000461214,JOHNS MANVILLE HOUSTON METALS,1370 EAST 40TH STREET,HOUSTON,HARRIS,48201,77022-4150,4.82E+14,29.822132,-95.382617,50,ENTRANCE POINT OF A FACILITY OR STATION,NAD83
110000461223,ENDURO COMPOSITE SYSTEMS,7100 OLD KATY RD.,HOUSTON,HARRIS,48201,770242112,4.82E+14,29.78377,-95.44718,30,CENTER OF A FACILITY OR STATION,NAD83
110000461250,UNIVERSAL URETHANES,3919 EASTEX FWY.,HOUSTON,HARRIS,48201,77026-3236,4.82E+14,29.80333,-95.34018,30,CENTER OF A FACILITY OR STATION,NAD83
110000461287,JET-LUBE INC,4849 HOMESTEAD RD.,HOUSTON,HARRIS,48201,77028-5874,4.82E+14,29.804748,-95.301982,50,ENTRANCE POINT OF A FACILITY OR STATION,NAD83
110000461303,SEASAFE INTERNATIONAL GRATING INC.,7625 PARKHURST,HOUSTON,HARRIS,48201,77028-2537,4.82E+14,29.83174,-95.28692,30,CENTER OF A FACILITY OR STATION,NAD83
110000461321,"HEMPEL COATINGS U.S.A., INC.",6901 CAVALCADE ST,HOUSTON,HARRIS,48201,77028,4.82E+14,29.800542,-95.303035,50,ENTRANCE POINT OF A FACILITY OR STATION,NAD83
110000461349,BLENTECH,1305 RYE,HOUSTON,HARRIS,48201,77029-3199,4.82E+14,29.76547,-95.27939,30,CENTER OF A FACILITY OR STATION,NAD83
110000461410,OWENS CORNING,8360 MARKET ST. RD.,HOUSTON,HARRIS,48201,770292498,4.82E+14,29.77162,-95.27934,30,CENTER OF A FACILITY OR STATION,NAD83
110000461429,ALLIED ALLOYS,6767 KIRBYVILLE RD.,HOUSTON,HARRIS,48201,77033-1105,4.82E+14,29.68022,-95.32569,30,CENTER OF A FACILITY OR STATION,NAD83
110000461456,"ACCENT MARBLE CO., INC.",210 W. HELMS,HOUSTON,HARRIS,48201,77037-1597,4.82E+14,29.89782,-95.4028,30,CENTER OF A FACILITY OR STATION,NAD83
110000461465,EXXON COMPANY USA HOUSTON,8700 NORTH FREEWAY,HOUSTON,HARRIS,48201,77037,4.82E+14,29.88653,-95.41163,30,CENTER OF A FACILITY OR STATION,NAD83
110000461517,BONANZA MARBLE,7043-C SATSUMA DRIVE,HOUSTON,HARRIS,48201,77041-1895,4.82E+14,29.88106,-95.60246,30,CENTER OF A FACILITY OR STATION,NAD83
110000461526,DREYER'S GRAND ICE CREAM,4494 CAMPBELL ROAD,HOUSTON,HARRIS,48201,77041-9100,NA,NA,NA,NA,NA,NAD83
110000461535,AXALTA COATING SYSTEMS LLC,9800 GENARD RD,HOUSTON,HARRIS,48201,77041,4.82E+14,29.8445,-95.53233,30,CENTER OF A FACILITY OR STATION,NAD83
110000461562,CHAMPION COATINGS,7403 WRIGHT ROAD,HOUSTON,HARRIS,48201,77041-2421,4.82E+14,29.88506,-95.58925,30,CENTER OF A FACILITY OR STATION,NAD83
110000461571,BASF CORP - HOUSTON EBN SITE,7100 WRIGHT RD.,HOUSTON,HARRIS,48201,77041,4.82E+14,29.88123,-95.5892,30,CENTER OF A FACILITY OR STATION,NAD83
110000461580,GIRARD INDUSTRIES INC,6531 N. ELDRIDGE PKY.,HOUSTON,HARRIS,48201,77041-3599,4.82E+14,29.86915,-95.6084,30,CENTER OF A FACILITY OR STATION,NAD83
110000461642,QUEST CHEMICAL CORP,12255 FM 529,HOUSTON,HARRIS,48201,77041-2805,4.82E+14,29.876374,-95.594666,25,CENTER OF FACILITY,NAD83
110000461688,"VARN INTERNATIONAL, INC.",14000 WESTFAIR E. DR.,HOUSTON,HARRIS,48201,77041-1100,4.82E+14,29.90212,-95.61265,30,CENTER OF A FACILITY OR STATION,NAD83
110000461731,EVANS HOUSTON CORPORATION,10521 SHELDON RD.,HOUSTON,HARRIS,48201,77044,4.82E+14,29.86819,-95.12822,30,CENTER OF A FACILITY OR STATION,NAD83
110000461759,EI DUPONT DE NEMOURS & CO HOUSTON,12701 ALMEDA ROAD,HOUSTON,HARRIS,48201,77045-5807,4.82E+14,29.62164,-95.41636,30,CENTER OF A FACILITY OR STATION,NAD83
110000461786,SYNTECH CHEMICALS INC,14822 HOOPER RD.,HOUSTON,HARRIS,48201,77047,4.82E+14,29.58996,-95.40474,30,CENTER OF A FACILITY OR STATION,NAD83
110000461802,SOLENIS LLC,6121 ALMEDA-GENOA ROAD,HOUSTON,HARRIS,48201,77048,4.82E+14,29.621667,-95.3125,25,CENTER OF FACILITY,NAD83
110000461839,CRAY VALLEY USA LLC,17335 WALLISVILLE RD.,HOUSTON,HARRIS,48201,77049,4.82E+14,29.82416,-95.11378,30,CENTER OF A FACILITY OR STATION,NAD83
110000461857,CCP COMPOSITES US,2434 HOLMES ROAD,HOUSTON,HARRIS,48201,77051-1016,4.82E+14,29.67204,-95.39162,30,CENTER OF A FACILITY OR STATION,NAD83
110000461875,"SOUTH HOUSTON, TX TERMINAL",10617 EAST ALMEDA,HOUSTON,HARRIS,48201,77051,4.82E+14,29.666409,-95.398065,50,ENTRANCE POINT OF A FACILITY OR STATION,NAD83
110000461884,AKZO NOBEL SURFACE CHEMISTRY LLC,15200 ALMEDA ROAD,HOUSTON,HARRIS,48201,77053-4920,4.82E+14,29.583889,-95.433889,25,CENTER OF FACILITY,NAD83
110000461893,KIK (HOUSTON) INC.,2921 CORDER STREET,HOUSTON,HARRIS,48201,77054-3401,4.82E+14,29.693106,-95.386024,25,PLANT ENTRANCE (GENERAL),NAD83
110000461900,ALLCHEM SERVICES,9011 9011 ALMEDA RD,HOUSTON,HARRIS,48201,77054-4320,4.82E+14,29.675771,-95.394859,50,ENTRANCE POINT OF A FACILITY OR STATION,NAD83
110000461937,CAPITAL SOUTHWEST RECTORSEAL,2601 SPENWICK DR.,HOUSTON,HARRIS,48201,77055,4.82E+14,29.82151,-95.49036,30,CENTER OF A FACILITY OR STATION,NAD83
110000461955,CIM INDUSTRIES,6900 NELMS AVENUE,HOUSTON,HARRIS,48201,77061-5038,4.82E+14,29.64038,-95.30275,30,CENTER OF A FACILITY OR STATION,NAD83
110000462017,HOBAS PIPE USA,1413 E RICHEY RD,HOUSTON,HARRIS,48201,77060,4.82E+14,29.99744,-95.38429,30,CENTER OF A FACILITY OR STATION,NAD83
110000462053,PILOT CHEMICAL CO,11623 N HOUSTON ROSSLYN RD,HOUSTON,HARRIS,48201,77086,4.82E+14,29.903405,-95.49584,50,ENTRANCE POINT OF A FACILITY OR STATION,NAD83
110000462080,PPG ARCHITECTURAL COATINGS,3530 LANG ROAD,HOUSTON,HARRIS,48201,77092-6105,4.82E+14,29.825,-95.488,NA,ADMINISTRATIVE BUILDING,NAD83
110000462160,IGLOO PRODS  CORP,1001 W. SAM HOUSTON PKY.,HOUSTON,HARRIS,48201,77043,4.82E+14,29.78689,-95.56369,30,CENTER OF A FACILITY OR STATION,NAD83
110000462231,GOODYEAR TIRE AND RUBBER COMPANY,2000 GOODYEAR DR,HOUSTON,HARRIS,48201,77017,4.82E+14,29.704391,-95.255214,NA,CENTER OF A FACILITY OR STATION,NAD83
110000462268,INTERNATIONAL PAINT,6001 ANTOINE DR,HOUSTON,HARRIS,48201,77091-3503,4.82E+14,29.85515,-95.47341,30,CENTER OF A FACILITY OR STATION,NAD83
110000462295,CONTAINMENT SOLUTIONS,5150 JEFFERSON CHEMICAL RD.,CONROE,MONTGOMERY,48339,773016834,4.83E+14,30.31742,-95.38766,30,CENTER OF A FACILITY OR STATION,NAD83
110000462339,DRILLING SPECIALTIES CO ALAMO PLANT,5450 JEFFERSON CHEMICAL RD,CONROE,MONTGOMERY,48339,77301-6836,4.83E+14,30.31463,-95.38883,30,CENTER OF A FACILITY OR STATION,NAD83
110000462375,AMERICAN COATINGS INC,10625 MAHAFFEY RD.,TOMBALL,HARRIS,48201,77375,4.82E+14,30.09207,-95.57795,30,CENTER OF A FACILITY OR STATION,NAD83
110000462393,INKJET INC,11111 INKJET WAY,WILLIS,MONTGOMERY,48339,773788358,4.83E+14,30.40857,-95.43052,30,CENTER OF A FACILITY OR STATION,NAD83
110000462428,POLYFOAM PRODS  INC,2400 SPRING STUEBNER RD.,SPRING,HARRIS,48201,77389,4.82E+14,30.08285,-95.45254,30,CENTER OF A FACILITY OR STATION,NAD83
110000462437,CRAIG BAKER MARBLE CO INC,1918 BAKER RD.,BARKER,HARRIS,48201,774130104,4.82E+14,29.7596,-95.7042,20,CENTER OF A FACILITY OR STATION,NAD83
110000462464,BOLFING BROTHERS MARBLE INC,18407 TELGE ROAD,CYPRESS,HARRIS,48201,77429-7027,4.82E+14,30.03988,-95.65975,30,CENTER OF A FACILITY OR STATION,NAD83
110000462605,OXY VINYLS LP HOUSTON OPERATIONS PASADENA PVC PLANT,4403 PASADENA FREEWAY,PASADENA,HARRIS,48201,77503-1111,4.82E+14,29.725667,-95.151667,30,CENTER OF FACILITY,NAD83
110000462623,INEOS AMERICAS PASADENA SITE,3503 PASADENA FWY,PASADENA,HARRIS,48201,77503,4.82E+14,29.73,-95.154722,NA,CENTER OF A FACILITY OR STATION,NAD83
110000462641,BAYER CROPSCIENCE,3310 PASADENA BLVD,PASADENA,HARRIS,48201,77503,4.82E+14,29.68142,-95.16291,30,CENTER OF A FACILITY OR STATION,NAD83
110000462678,PURITY ISOBUTYLENE PLANT,1500 NORTH SOUTH STREET,PASADENA,HARRIS,48201,77503,4.82E+14,29.738611,-95.166944,1,NA,NAD83
110000462687,SUNEDISON POLYSILICON FACILITY,3000 N SOUTH AVE,PASADENA,HARRIS,48201,77503,4.82E+14,29.74258,-95.17203,30,CENTER OF A FACILITY OR STATION,NAD83
110000462696,MACDERMID,223 NORTH BROCKMAN,PASADENA,HARRIS,48201,77506-1101,4.82E+14,29.71554,-95.21687,30,CENTER OF A FACILITY OR STATION,NAD83
110000462703,PASADENA REFINING SYSTEM INC,111 RED BLUFF ROAD,PASADENA,HARRIS,48201,77506-1530,4.82E+14,29.723889,-95.208888,NA,CENTER OF A FACILITY OR STATION,NAD83
110000462712,TESSENDERLO KERLEY INC,1050 JEFFERSON RD.,PASADENA,HARRIS,48201,77506,4.82E+14,29.742721,-95.185312,25,CENTER OF FACILITY,NAD83
110000462730,PASADENA PLASTICS COMPLEX,1400 JEFFERSON ROAD,PASADENA,HARRIS,48201,775010792,4.82E+14,29.731,-95.189,NA,CENTER OF A FACILITY OR STATION,NAD83
110000462758,AIR LIQUIDE LARGE INDUSTRIES USLP,11400 BAY AREA BOULEVARD,PASADENA,HARRIS,48201,77507-1712,4.82E+14,29.623333,-95.045833,NA,CENTER OF A FACILITY OR STATION,NAD83
110000462767,CALGON CORPORATION SUB MERCK AND CO,9640 BAYPORT BOULEVARD,PASADENA,HARRIS,48201,77507-1404,4.82E+14,29.61906,-95.06157,30,CENTER OF A FACILITY OR STATION,NAD83
110000462776,SYNGENTA CROP PROTECTION - BAY PORT SITE,5757 UNDERWOOD ROAD,PASADENA,HARRIS,48201,77507-1031,4.82E+14,29.62558,-95.08701,30,CENTER OF A FACILITY OR STATION,NAD83
110000462794,E R CARPENTER - ROGER W POWELL PLANT,11002 CHOATE RD,PASADENA,HARRIS,48201,77507-1500,4.82E+14,29.62001,-95.0455,30,CENTER OF A FACILITY OR STATION,NAD83
110000462801,GRACE PASADENA CATALYST SITE,10001 CHEMICAL RD,PASADENA,HARRIS,48201,77507,4.82E+14,29.616458,-95.052192,21,PROCESS UNIT AREA CENTROID,NAD83
110000462810,DIANAL AMERICA INCORPORATED,9675 BAYPORT BOULEVARD,PASADENA,HARRIS,48201,77507,4.82E+14,29.614166,-95.057777,NA,CENTER OF FACILITY,NAD83
110000462829,DIXIE CHEMICAL COMPANY INC,10701 BAY AREA BLVD,PASADENA,HARRIS,48201,77507,4.82E+14,29.61051,-95.05005,30,CENTER OF A FACILITY OR STATION,NAD83
110000462838,BAYPORT FACILITY,12000 BAY AREA BVD,PASADENA,HARRIS,48201,77507,4.82E+14,29.62524,-95.04498,30,CENTER OF A FACILITY OR STATION,NAD83
110000462847,TOTAL PETROCHEMICALS USA INC - BAYPORT HDPE PLANT,12212 PORT DR,PASADENA,HARRIS,48201,77507-1800,4.82E+14,29.64517,-95.057023,150,NA,NAD83
110000462856,THE GOODYEAR TIRE & RUBBER CO BAYPORT CHEMICAL PLANT,13441 BAY AREA BOULEVARD,PASADENA,HARRIS,48201,77507-1316,4.82E+14,29.6469,-95.0479,300,CENTER OF A FACILITY OR STATION,NAD83
110000462874,HNA HOLDINGS INC.,12212 C PORT ROAD,PASADENA,HARRIS,48201,77507-1800,4.82E+14,29.627013,-95.043486,2000,PLANT ENTRANCE (GENERAL),NAD83
110000462883,HALDOR TOPSOE INC,10010 BAYPORT RD.,PASADENA,HARRIS,48201,77507-1494,4.82E+14,29.61225,-95.05782,30,CENTER OF A FACILITY OR STATION,NAD83
110000462892,"EQUISTAR CHEMICALS, LP.",12001 BAY AREA BLVD,PASADENA,HARRIS,48201,77507,4.82E+14,29.63163,-95.05161,30,CENTER OF A FACILITY OR STATION,NAD83
110000462909,INEOS STYROLUTION AMERICA BAYPORT PLANT,12222 PORT RD,PASADENA,HARRIS,48201,77507-1800,4.82E+14,29.598883,-95.013606,NA,CENTER OF A FACILITY OR STATION,NAD83
110000462918,KANEKA NORTH AMERICA LLC,6161 UNDERWOOD RD,PASADENA,HARRIS,48201,77507,4.82E+14,29.621648,-95.085129,NA,CENTER OF A FACILITY OR STATION,NAD83
110000462936,THE LUBRIZOL CORPORATION - BAYPORT PLANT,12801 BAY AREA BLVD.,PASADENA,HARRIS,48201,775071397,4.82E+14,29.638475,-95.052814,7,CENTER OF FACILITY,NAD83
110000462945,GULF BAYPORT CHEMICALS LP,9700 BAYPORT BOULEVARD,PASADENA,HARRIS,48201,77507-1406,4.82E+14,29.615556,-95.061389,25,CENTER OF FACILITY,NAD83
110000462954,BAYPORT POLYETHYLENE PLANT,9802 FAIRMONT PARKWAY,PASADENA,HARRIS,48201,77507-1120,4.82E+14,29.65101,-95.08707,50,ENTRANCE POINT OF A FACILITY OR STATION,NAD83
110000462963,JX NIPPON CHEMICAL TEXAS INC,10500 BAY AREA BLVD,PASADENA,HARRIS,48201,77507,4.82E+14,29.608611,-95.051944,NA,CENTER OF A FACILITY OR STATION,NAD83
110000462981,BAKER PETROLITE BAYPORT FACILI TY,13200 BAY PARK ROAD,PASADENA,HARRIS,48201,77507-1108,4.82E+14,29.647681,-95.063794,NA,CENTER OF A FACILITY OR STATION,NAD83
110000462990,SSI CHUSEI INC,12500 BAY AREA BLVD.,PASADENA,HARRIS,48201,775071308,4.82E+14,29.63692,-95.04698,30,CENTER OF A FACILITY OR STATION,NAD83
110000463007,LYONDELL CHEMICAL CO BAYPORT FACILITY,10801 CHOATE RD,PASADENA,HARRIS,48201,77507,4.82E+14,29.61,-95.05,NA,CENTER OF FACILITY,NAD83
110000463016,EFFECTIVE ENVIRONMENTAL PASADENA FACILITY,9950 CHEMICAL RD,PASADENA,HARRIS,48201,77507,4.82E+14,29.61861,-95.05518,30,CENTER OF A FACILITY OR STATION,NAD83
110000463034,CLEAR LAKE PLANT,11200 BAY AREA,PASADENA,HARRIS,48201,77507,4.82E+14,29.61813,-95.0439,30,CENTER OF A FACILITY OR STATION,NAD83
110000463070,ADVANCED AROMATICS LLC,5501 BAKER RD,BAYTOWN,HARRIS,48201,77520-1611,4.82E+14,29.763056,-95.0225,NA,ADMINISTRATIVE BUILDING,NAD83
110000463098,BAYER MATERIALSCIENCE BAYTOWN,8500 W BAY RD,BAYTOWN,CHAMBERS,48071,77523,4.81E+14,29.759767,-94.907294,25,CENTER OF FACILITY,NAD83
110000463105,"NATURAL GAS ODORIZING, INC.",3601 DECKER DRIVE,BAYTOWN,HARRIS,48201,77520,4.82E+14,29.76245,-95.00577,30,CENTER OF A FACILITY OR STATION,NAD83
110000463114,BOC GASES BAYTOWN CO2 PLANT,100 SOUTH AIRHART ROAD,BAYTOWN,HARRIS,48201,77520-2244,4.82E+14,29.7412,-94.99359,30,CENTER OF A FACILITY OR STATION,NAD83
110000463123,BAYTOWN PLANT,3439 PARK ST,BAYTOWN,HARRIS,48201,77520,4.82E+14,29.748056,-95.003556,10,FACILITY CENTROID,NAD83
110000463132,DEGUSSA ENGINEERED CARBONS LP,9300 NEEDLEPOINT RD,BAYTOWN,HARRIS,48201,77521,4.82E+14,29.81197,-94.92741,30,CENTER OF A FACILITY OR STATION,NAD83
110000463169,EXXONMOBIL CHEMICAL CO BAYTOWN OLEFINS PLANT (PART),3525 DECKER DR,BAYTOWN,HARRIS,48201,77520,4.82E+14,29.756256,-95.011032,1945,FACILITY CENTROID,NAD83
110000463178,EXXONMOBIL BAYTOWN CHEMICAL PLANT,5000 BAYWAY DRIVE P.O. BOX 4004,BAYTOWN,HARRIS,48201,775224004,4.82E+14,29.73934,-95.022404,1945,CENTER OF FACILITY,NAD83
110000463196,DOW HALTERMANN PLANT 2,1201 SOUTH SHELDON ROAD,CHANNELVIEW,HARRIS,48201,775300429,4.82E+14,29.754687,-95.123748,5,PLANT ENTRANCE (GENERAL),NAD83
110000463212,EQUISTAR CHEMICALS CHANNELVIEW COMPLEX,8280 SHELDON RD,CHANNELVIEW,HARRIS,48201,77530,4.82E+14,29.8308,-95.1164,500,CENTER OF A FACILITY OR STATION,NAD83
110000463221,LYONDELL CHEMICAL CHANNELVIEW,2502 SHELDON ROAD,CHANNELVIEW,HARRIS,48201,77530,4.82E+14,29.816654,-95.107603,50,CENTER OF A FACILITY OR STATION,NAD83
110000463230,"TEX-TRUDE, INC",2001 SHELDON ROAD,CHANNELVIEW,HARRIS,48201,77530,4.82E+14,29.81296,-95.12583,30,CENTER OF A FACILITY OR STATION,NAD83
110000463249,KMCO CROSBY PLANT,16503 RAMSEY RD,CROSBY,HARRIS,48201,77532,4.82E+14,29.9222,-95.0544,NA,CENTER OF FACILITY,NAD83
110000463258,ARKEMA CROSBY PLANT,18000 CROSBY EASTGATE RD,CROSBY,HARRIS,48201,77532,4.82E+14,29.948842,-95.021864,NA,NA,NAD83
110000463285,DELTA DEER PARK,334 TIDAL ROAD,DEER PARK,HARRIS,48201,77536,4.82E+14,29.71349,-95.11303,25,PLANT ENTRANCE (GENERAL),NAD83
110000463301,GLOBAL OCTANES DEER PARK FACILITY,2621 TIDAL ROAD,DEER PARK,HARRIS,48201,77536-2432,4.82E+14,29.733343,-95.096284,5,PLANT ENTRANCE (GENERAL),NAD83
110000463374,AKZO NOBEL POLYMER CHEMICALS LLC,730 BATTLEGROUND RD.,DEER PARK,HARRIS,48201,775360600,4.82E+14,29.687314,-95.12114,10000,ACRES POINTS NOT REPRESENTED BY 101-107,NAD83
110000463383,VALVOLINE DEER PARK,2627 TIDAL ROAD,DEER PARK,HARRIS,48201,77536,4.82E+14,29.73317,-95.09654,30,CENTER OF A FACILITY OR STATION,NAD83
110000463392,BASF CORP - FREEPORT SITE,602 COPPER ROAD,FREEPORT,BRAZORIA,48039,77541-3001,4.80E+14,29.002075,-95.399777,NA,CENTER OF A FACILITY OR STATION,NAD83
110000463427,SI GROUP TX OPERATIONS,702 FM 523,FREEPORT,BRAZORIA,48039,77541,4.80E+14,28.9744,-95.34453,30,CENTER OF A FACILITY OR STATION,NAD83
110000463445,COMPOSITE PRODUCT DIVISION FREEPORT,102 S. AVE. A,FREEPORT,BRAZORIA,48039,77541-4704,4.80E+14,28.958891,-95.36052,150,PLANT ENTRANCE (GENERAL),NAD83
110000463454,CHAMPION TECHNOLOGIES INC,3130 FM 521,FRESNO,FORT BEND,48157,77545-8057,4.82E+14,29.54116,-95.44772,30,CENTER OF A FACILITY OR STATION,NAD83
110000463481,AMERICAN PLANT FOOD,903 MAYO SHELL RD,GALENA PARK,HARRIS,48201,77547,4.82E+14,29.72599,-95.24373,30,CENTER OF A FACILITY OR STATION,NAD83
110000463490,TEXMARK CHEMICALS,900 CLINTON DR.,GALENA PARK,HARRIS,48201,77547,4.82E+14,29.730423,-95.22849,NA,NW CORNER OF LAND PARCEL,NAD83
110000463524,ZXP TECHNOLOGIES,409 E WALLISVILLE,HIGHLANDS,HARRIS,48201,77562,4.82E+14,29.81527,-95.0525,NA,CENTER OF FACILITY,NAD83
110000463542,E I DUPONT DE NEMOURS - LA PORTE PLANT,12501 STRANG RD,LA PORTE,HARRIS,48201,77571-034,4.82E+14,29.700264,-95.036967,NA,CENTER OF A FACILITY OR STATION,NAD83
110000463579,MATHESON TRI-GAS INC,1920 W. FAIRMONT PKY.,LA PORTE,HARRIS,48201,77571-6127,4.82E+14,29.652222,-95.036667,25,PLANT ENTRANCE (GENERAL),NAD83
110000463588,INDUSTRIAL PIPE AND PLASTICS SSA,11807 NORTH D STREET,LA PORTE,HARRIS,48201,77571-9135,4.82E+14,29.67012,-95.0484,30,CENTER OF A FACILITY OR STATION,NAD83
110000463597,MILLENNIUM PETROCHEMICALS INCORPORATED LA PORTE PLANT,1350 MILLER CUT-OFF ROAD,LA PORTE,HARRIS,48201,77571,4.82E+14,29.712222,-95.066667,NA,CENTER OF A FACILITY OR STATION,NAD83
110000463613,ROHM AND HAAS CHEMICALS BAYPORT PLANT,13300 BAY AREA BLVD,PASADENA,HARRIS,48201,77507,4.82E+14,29.6467,-95.0454,25,CENTER OF FACILITY,NAD83
110000463622,ALTERNATIVE FUELS DEV,10202 STRANG RD,HOUSTON,HARRIS,48201,77001,4.82E+14,29.91679,-95.35873,30,ENTRANCE POINT OF A FACILITY OR STATION,NAD83
110000463631,BRASKEM AMERICA INC LAPORTE SITE,8811 STRANG RD,LA PORTE,HARRIS,48201,77571,4.82E+14,29.704027,-95.079932,973,FACILITY CENTROID,NAD83
110000463668,LAUREL INDUSTRIES,780 S 16TH ST,LA PORTE,HARRIS,48201,77571,4.82E+14,29.65638,-95.03579,30,CENTER OF A FACILITY OR STATION,NAD83
110000463677,METTON AMERICA LA PORTE PLANT,2727 MILLER CUT-OFF ROAD,LA PORTE,HARRIS,48201,77571,4.82E+14,29.726066,-95.079584,50,ENTRANCE POINT OF A FACILITY OR STATION,NAD83
110000463686,DOW CHEMICAL LA PORTE SITE,550 BATTLEGROUND ROAD,LA PORTE,HARRIS,48201,77571-9768,4.82E+14,29.711811,-95.082657,30,FACILITY CENTROID,NAD83
110000463702,EXXONMOBIL CHEMICAL MONT BELVIEU PLASTICS PLANT,13330 HATCHERVILLE RD.,MONT BELVIEU,CHAMBERS,48071,77580,4.81E+14,29.8742,-94.9122,200,CENTER OF A FACILITY OR STATION,NAD83
110000463739,SCHLUMBERGER RESERVOIR COMPLETIONS,14910 AIRLINE RD.,ROSHARON,BRAZORIA,48039,77583,4.80E+14,29.368373,-95.441468,50,ENTRANCE POINT OF A FACILITY OR STATION,NAD83
