REGISTRY_ID,postal_code,formatted_address,lat,lng,location_type,geocode_result,geocode_attempt
110005187056,77713,"16646 Old Nome Rd, Beaumont, TX 77713, USA",30.0429898,-94.375203,ROOFTOP,success,1
110005192255,77503,"Tenneco Rd, Texas 77503, USA",29.713349,-95.148759,GEOMETRIC_CENTER,success,1
110005193352,77049,"17403 Wallisville Rd, Houston, TX 77049, USA",29.824611,-95.1124494,ROOFTOP,success,1
110006123854,77445,"Cemetery Rd, Hempstead, TX 77445, USA",30.0856347,-96.0671973,GEOMETRIC_CENTER,success,1
110006124336,77531,"1402 County Rd 434, Clute, TX 77531, USA",29.0136744,-95.3841254,ROOFTOP,success,1
110006124381,77511,"County Rd 169, Alvin, TX 77511, USA",29.3390704,-95.2350181,GEOMETRIC_CENTER,success,1
110006124746,77640,"5959 US-69, Port Arthur, TX 77640, USA",29.9268162,-93.968254,ROOFTOP,success,1
110006129661,77665,"Winnie, TX 77665, USA",29.8310204,-94.4182089,APPROXIMATE,success,1
110006130258,77477,"4850 Wright Rd #150, Stafford, TX 77477, USA",29.630925,-95.5864657,ROOFTOP,success,1
110006130515,77471,"445 TX-36, Rosenberg, TX 77471, USA",29.5615271,-95.8239288,ROOFTOP,success,1
110006132504,77511,"1030 1/2 County Rd 129, Alvin, TX 77511, USA",29.5027847,-95.2263617,ROOFTOP,success,1
110006134691,77642,"7501 Gulfway Dr, Port Arthur, TX 77642, USA",29.9532931,-93.8820646,RANGE_INTERPOLATED,success,1
110006686700,77445,"18121 Cochran Rd, Hempstead, TX 77445, USA",30.034978,-95.992878,ROOFTOP,success,1
110006800989,77339,"1701 Northpark Dr Ste 1, Humble, TX 77339, USA",30.0699886,-95.2287723,ROOFTOP,success,1
110007177571,77459,"Missouri City, TX 77459, USA",29.4773092,-95.5302337,APPROXIMATE,success,1
110007182360,77480,"8189 Old FM 524 Rd, Sweeny, TX 77480, USA",29.0701563,-95.7378356,RANGE_INTERPOLATED,success,1
110007200377,77651,"Magnolia Ave, Port Neches, TX 77651, USA",29.9833678,-93.9676932,GEOMETRIC_CENTER,success,1
110007200386,77665,"TX-124 & Rollins Rd, Texas 77665, USA",29.8326578,-94.3434625,GEOMETRIC_CENTER,success,1
110007206095,77640,"2350 S Gulfway Dr, Port Arthur, TX 77640, USA",29.832317,-93.9665481,ROOFTOP,success,1
110008060622,77704,"1 Gulf States Rd, Beaumont, TX 77704, USA",30.0600802,-94.0391711,ROOFTOP,success,1
110008139941,77515,"FM523 & FM 2004, Texas 77515, USA",29.1189388,-95.3808471,GEOMETRIC_CENTER,success,1
110008146158,77627,"TX-347, Nederland, TX 77627, USA",29.9902477,-94.007161,GEOMETRIC_CENTER,success,1
110008147273,77651,"100 Port Neches Atlantic Rd, Port Neches, TX 77651, USA",29.9913753,-93.9403285,ROOFTOP,success,1
110008147371,77541,"Freeport, TX 77541, USA",29.0119861,-95.2893433,APPROXIMATE,success,1
110008153078,77640,"FM 365, Port Acres, TX 77640, USA",29.922619,-94.016408,GEOMETRIC_CENTER,success,1
110008153844,NA,"Hwy 255, Texas, USA",31.0635821,-94.0689756,GEOMETRIC_CENTER,success,1
110008153871,77306,"Hwy 105 E, Cut and Shoot, TX 77306, USA",30.3251535,-95.3939878,GEOMETRIC_CENTER,success,1
110008154335,77640,"Port Acres, TX 77640, USA",29.8796363,-93.9776389,APPROXIMATE,success,1
110008156967,77564,"Hull, TX 77564, USA",30.190141,-94.7070616,APPROXIMATE,success,1
110008157680,77566,"State Hwy 288, Lake Jackson, TX 77566, USA",29.0648211,-95.4521155,GEOMETRIC_CENTER,success,1
110008160195,77422,"2611 County Rd 314, Brazoria, TX 77422, USA",28.9856757,-95.5566828,ROOFTOP,success,1
110008160337,77571,"1230 Miller Cut Off Rd #10, La Porte, TX 77571, USA",29.7103018,-95.0667713,ROOFTOP,success,1
110008167982,77640,"Port Acres, TX 77640, USA",29.8796363,-93.9776389,APPROXIMATE,success,1
110008170237,77541,"2301 N Brazosport Blvd, Freeport, TX 77541, USA",28.9871482,-95.3784966,ROOFTOP,success,1
110008172057,77461,"Farm-To-Market Rd 1994 & Farm-To-Market Rd 361, Texas 77461, USA",29.3913036,-95.7333851,GEOMETRIC_CENTER,success,1
110009493226,77541,"FM1495, Quintana, TX 77541, USA",28.943657,-95.3464857,GEOMETRIC_CENTER,success,1
110009495894,77015,"13609 Industrial Rd, Houston, TX 77015, USA",29.7570639,-95.210032,ROOFTOP,success,1
110009495901,77713,"11440 US-90, Beaumont, TX 77713, USA",30.0694798,-94.2294908,GEOMETRIC_CENTER,success,1
110009501949,77026,"2505 Collingsworth St w, Houston, TX 77026, USA",29.7938925,-95.3448,ROOFTOP,success,1
110009503741,77099,"12720 S Dairy Ashford Rd, Houston, TX 77099, USA",29.6625034,-95.5982222,RANGE_INTERPOLATED,success,1
110009504526,77506,"404 Jefferson Rd, Pasadena, TX 77506, USA",29.7156287,-95.1838216,ROOFTOP,success,1
110009504937,77493,"802 Avenue A, Katy, TX 77493, USA",29.786231,-95.8205298,ROOFTOP,success,1
110009506070,77619,"6710 Hogaboom Rd, Groves, TX 77619, USA",29.9628401,-93.9248784,ROOFTOP,success,1
110009771390,77705,"W Port Arthur Rd, Taylor Landing, TX 77705, USA",29.9579504,-94.0443294,GEOMETRIC_CENTER,success,1
110010578188,77651,"Park St & FM366, Texas 77651, USA",29.975406,-93.953334,GEOMETRIC_CENTER,success,1
110011448987,77011,"7600 J W Peavy Dr, Houston, TX 77011, USA",29.7438399,-95.287241,ROOFTOP,success,1
110011818603,77015,"Houston, TX 77015, USA",29.7690048,-95.1744903,APPROXIMATE,success,1
110012255040,77015,"15155 Jacintoport Blvd, Houston, TX 77015, USA",29.7554953,-95.1408246,ROOFTOP,success,1
110012256076,77541,"307 County Rd 624, Freeport, TX 77541, USA",28.9560739,-95.3371919,ROOFTOP,success,1
110012491721,77011,"Houston, TX 77011, USA",29.7461065,-95.3154784,APPROXIMATE,success,1
110012495335,77002,"Houston, TX 77002, USA",29.752554,-95.3704009,APPROXIMATE,success,1
110013328283,77701,"Sycamore St, Texas 77701, USA",30.0622656,-94.0797649,GEOMETRIC_CENTER,success,1
110013362770,77541,"5650 TX-332, Freeport, TX 77541, USA",28.9923687,-95.3581967,ROOFTOP,success,1
110013864808,77701,"Sycamore St, Texas 77701, USA",30.0622656,-94.0797649,GEOMETRIC_CENTER,success,1
110013864997,77498,"518 Imperial Blvd, Sugar Land, TX 77498, USA",29.6236521,-95.6409269,ROOFTOP,success,1
110014407846,77651,"2121 Park St, Port Neches, TX 77651, USA",29.9778169,-93.9524701,ROOFTOP,success,1
110015582911,77047,"14715 Park Almeda Dr, Houston, TX 77047, USA",29.5906661,-95.4218155,ROOFTOP,success,1
110015666091,77357,"FM 1485, Roman Forest, TX 77357, USA",30.1544538,-95.2117486,GEOMETRIC_CENTER,success,1
110015685891,77705,"11703 W Port Arthur Rd, Beaumont, TX 77705, USA",29.9465163,-94.0378943,ROOFTOP,success,1
110015743070,NA,"FM1495, Texas, USA",28.9433045,-95.3466063,GEOMETRIC_CENTER,success,1
110015764252,77477,"1209 Moore Rd, Stafford, TX 77477, USA",29.60076,-95.551433,ROOFTOP,success,1
110016761823,77640,"2555 Savannah Ave, Port Arthur, TX 77640, USA",29.8907173,-93.9492663,ROOFTOP,success,1
110017285560,77041,"16250 Port NW Dr, Houston, TX 77041, USA",29.8779924,-95.5725579,ROOFTOP,success,1
110017713125,77571,"11505 TX-225, La Porte, TX 77571, USA",29.6956009,-95.0512491,ROOFTOP,success,1
110017836699,77640,"1349 Austin Ave, Port Arthur, TX 77640, USA",29.8774646,-93.9435819,ROOFTOP,success,1
110017867030,77547,"922 Mayo Shell Rd, Galena Park, TX 77547, USA",29.7235846,-95.2460141,ROOFTOP,success,1
110017877751,77651,"Port Neches, TX 77651, USA",29.9726308,-93.9572374,APPROXIMATE,success,1
110018936099,77640,"W 7th St, Texas 77640, USA",29.851235,-93.9583679,GEOMETRIC_CENTER,success,1
110020056384,77640,"2706 S Gulfway Dr, Port Arthur, TX 77640, USA",29.8151372,-93.9602359,ROOFTOP,success,1
110020148008,77640,"2001 S Gulfway Dr, Port Arthur, TX 77640, USA",29.8506138,-93.9730881,ROOFTOP,success,1
110020478990,77571,"10925 Hwy 225, La Porte, TX 77571, USA",29.6975454,-95.0618207,GEOMETRIC_CENTER,success,1
110020479935,77630,"10 Sulphur Plant Rd, Orange, TX 77630, USA",30.0342823,-94.0490282,ROOFTOP,success,1
110020515735,77651,"Port Neches, TX 77651, USA",29.9726308,-93.9572374,APPROXIMATE,success,1
110021081979,77001,"Houston, TX 77001, USA",29.77,-95.37,APPROXIMATE,success,1
110021132594,NA,NA,NA,NA,NA,error,1
110022523946,77541,"1122 Marlin Ave, Freeport, TX 77541, USA",28.9686593,-95.2859344,ROOFTOP,success,1
110022523955,77541,"1018 Tarpon Ln, Freeport, TX 77541, USA",28.9577058,-95.294367,ROOFTOP,success,1
110022523991,77655,"7680 S 1st Ave, Sabine Pass, TX 77655, USA",29.7214057,-93.8668426,ROOFTOP,success,1
110022830409,77704,"1 Gulf States Rd, Beaumont, TX 77704, USA",30.0600802,-94.0391711,ROOFTOP,success,1
110022832746,77032,"16602 Central Green Blvd, Houston, TX 77032, USA",29.9619247,-95.375389,ROOFTOP,success,1
110022832791,77640,"2001 Gulfway Dr #1746, Port Arthur, TX 77640, USA",29.8919623,-93.93548,ROOFTOP,success,1
110023009689,77015,"12510 American Petroleum Rd, Houston, TX 77015, USA",29.7416542,-95.2123787,RANGE_INTERPOLATED,success,1
110024035970,77478,"7701 Hwy 90a, Sugar Land, TX 77478, USA",29.6189267,-95.6418012,ROOFTOP,success,1
110024422472,77705,"14713 W Port Arthur Rd, Beaumont, TX 77705, USA",29.9746128,-94.054941,ROOFTOP,success,1
110024599031,77713,"11455 I-10, Beaumont, TX 77713, USA",29.97741,-94.2164512,ROOFTOP,success,1
110025330620,77640,"3901 Texaco Island Rd, Port Arthur, TX 77640, USA",29.8352025,-93.9554121,ROOFTOP,success,1
110025333994,77474,"835 Texas 36 N, Sealy, TX 77474, USA",29.7748357,-96.1562999,RANGE_INTERPOLATED,success,1
110027375472,77541,"302 Midway Rd, Freeport, TX 77541, USA",28.9548018,-95.3383857,ROOFTOP,success,1
110028042507,77541,"2301 N Brazosport Blvd, Freeport, TX 77541, USA",28.9871482,-95.3784966,ROOFTOP,success,1
110028042589,77590,"2023 5th Ave S, Texas City, TX 77590, USA",29.3782154,-94.9239202,RANGE_INTERPOLATED,success,1
110028042598,77590,"2023 5th Ave S, Texas City, TX 77590, USA",29.3782154,-94.9239202,RANGE_INTERPOLATED,success,1
110028052461,NA,"FM 2004, Texas, USA",29.1848683,-95.2371228,GEOMETRIC_CENTER,success,1
110031267064,77536,"5900 Hwy 225, Deer Park, TX 77536, USA",29.7128849,-95.1220456,ROOFTOP,success,1
110031291288,77523,"8406 FM 1405, Baytown, TX 77523, USA",29.7614643,-94.8933707,ROOFTOP,success,1
110031298405,77479,"2735 Town Center Blvd N Q, Sugar Land, TX 77479, USA",29.5931375,-95.6216668,ROOFTOP,success,1
110031302365,77530,"1007 Lakeside Dr, Channelview, TX 77530, USA",29.7683751,-95.1028702,ROOFTOP,success,1
110031316350,77340,"500 TX-19, Huntsville, TX 77340, USA",30.7098489,-95.5244944,ROOFTOP,success,1
110031337202,77523,"4554 Oscar Nelson Jr Dr, Baytown, TX 77523, USA",29.7149056,-94.9071864,ROOFTOP,success,1
110031428202,77703,"Beaumont, TX 77703, USA",30.1123243,-94.1053307,APPROXIMATE,success,1
110032604652,77627,"2300 N Twin City Hwy, Nederland, TX 77627, USA",29.9899615,-94.0031123,ROOFTOP,success,1
110032621492,77056,"4800 San Felipe St, Houston, TX 77056, USA",29.7497466,-95.4579035,ROOFTOP,success,1
110032955853,77536,"2759 Battleground Rd, Deer Park, TX 77536, USA",29.6906701,-95.0886921,ROOFTOP,success,1
110033019454,77477,"12650 Directors Dr, Stafford, TX 77477, USA",29.6359494,-95.5916795,ROOFTOP,success,1
110033180769,77564,"834 Farm to Market Rd 770, Hull, TX 77564, USA",30.1470712,-94.6484574,RANGE_INTERPOLATED,success,1
110033279672,77029,"Houston, TX 77029, USA",29.7597385,-95.2632201,APPROXIMATE,success,1
110033392905,77592,"Texas City, TX 77592, USA",29.3952791,-94.9240083,APPROXIMATE,success,1
110033444850,77627,"TX-347, Nederland, TX 77627, USA",29.9902477,-94.007161,GEOMETRIC_CENTER,success,1
110033486555,77705,"TX-347, Taylor Landing, TX 77705, USA",30.0072372,-94.0301727,GEOMETRIC_CENTER,success,1
110033488330,77572,"La Porte, TX 77572, USA",29.6522813,-95.0272789,APPROXIMATE,success,1
110033528644,77705,"9406 W Port Arthur Rd, Beaumont, TX 77705, USA",29.9973155,-94.0693458,ROOFTOP,success,1
110033566246,77459,"4811 Hwy 6, Missouri City, TX 77459, USA",29.5812123,-95.5805587,ROOFTOP,success,1
110033595312,77580,"Mont Belvieu, TX 77580, USA",29.8485897,-94.8908817,APPROXIMATE,success,1
110033767252,77040,"5650 Guhn Rd, Houston, TX 77040, USA",29.8466809,-95.5134311,ROOFTOP,success,1
110033778446,77868,"9363 Industrial Dr, Navasota, TX 77868, USA",30.3701251,-96.0840962,ROOFTOP,success,1
110033794945,14623,"1100 Jefferson Rd, Rochester, NY 14623, USA",43.0889362,-77.607148,ROOFTOP,success,1
110033860365,77086,"8615 Golden Spike Ln, Houston, TX 77086, USA",29.9095753,-95.5047391,ROOFTOP,success,1
110033915994,77651,"Grigsby Ave, Texas 77651, USA",29.9937625,-93.9532775,GEOMETRIC_CENTER,success,1
110033939246,77571,"10925 Hwy 225, La Porte, TX 77571, USA",29.6975454,-95.0618207,GEOMETRIC_CENTER,success,1
110033940118,77507,"9770 New Century Dr, Pasadena, TX 77507, USA",29.6475966,-95.0883397,ROOFTOP,success,1
110033949592,77362,"527A Goodson Loop, Pinehurst, TX 77362, USA",30.1636376,-95.6854975,ROOFTOP,success,1
110034061299,77506,"Pasadena, TX 77506, USA",29.7160112,-95.2005729,APPROXIMATE,success,1
110034088314,77547,"920 Mayo Shell Rd, Galena Park, TX 77547, USA",29.7245484,-95.2449774,ROOFTOP,success,1
